t1,t2
1625046858.451413250,1625046858.461255361
1625046860.452128690,1625046860.461994060
1625046862.452038510,1625046862.461927121
1625046864.451907010,1625046864.461818878
1625046866.451877950,1625046866.461813082
1625046868.452326530,1625046868.462284915
1625046870.452178010,1625046870.462159621
1625046872.452019230,1625046872.462024052
1625046874.451806250,1625046874.461834338
1625046876.451632090,1625046876.461683455
1625046878.452455890,1625046878.462530536
1625046880.453289390,1625046880.463387283
1625046882.453235310,1625046882.463356473
1625046884.453054310,1625046884.463198722
1625046886.452895730,1625046886.463063390
1625046888.452692750,1625046888.462883655
1625046890.452517170,1625046890.462731361
1625046892.453341610,1625046892.463579103
1625046894.453174450,1625046894.463435206
1625046896.452996850,1625046896.463280868
1625046898.452937550,1625046898.463244828
1625046900.452765370,1625046900.463095908
1625046902.452605190,1625046902.462958955
1625046904.453440910,1625046904.463817942
1625046906.454233750,1625046906.464634040
1625046908.454333470,1625046908.464757008
1625046910.454087070,1625046910.464533853
1625046912.453893030,1625046912.464363060
1625046914.453821570,1625046914.464314920
1625046916.453649210,1625046916.464165836
1625046918.454478330,1625046918.465018222
1625046920.455290070,1625046920.465853197
1625046922.455044110,1625046922.465630492
1625046924.454874750,1625046924.465484397
1625046926.454638470,1625046926.465271420
1625046928.455406370,1625046928.466062642
1625046930.456343250,1625046930.467022846
1625046932.456492890,1625046932.467195766
1625046934.457419890,1625046934.468146055
1625046936.458254630,1625046936.469004075
1625046938.458102330,1625046938.468875062
1625046940.457949350,1625046940.468745337
1625046942.457810830,1625046942.468630102
1625046944.457692410,1625046944.468534952
1625046946.457709570,1625046946.468575361
1625046948.457555190,1625046948.468444273
1625046950.458425550,1625046950.469337945
1625046952.459280410,1625046952.470216101
1625046954.459022810,1625046954.469981778
1625046956.458875810,1625046956.469858055
1625046958.459077230,1625046958.470082742
1625046960.458481270,1625046960.469510033
1625046962.459209530,1625046962.470261555
1625046964.458792490,1625046964.469867785
1625046966.458704570,1625046966.469803111
1625046968.459448990,1625046968.470570795
1625046970.460295030,1625046970.471440145
1625046972.460132890,1625046972.471301253
